,total,201408,201409,201410,201411,201412,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603
"2014",26,0.14285714285714285,4.571428571428571,5.857142857142857,6.571428571428572,0.8571428571428571,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
"2015",202,0.0,1.4285714285714286,2.4285714285714284,8.285714285714285,3.857142857142857,11.428571428571429,11.0,7.285714285714286,4.714285714285714,12.285714285714286,13.428571428571429,16.71428571428571,18.428571428571427,11.428571428571427,24.714285714285715,5.428571428571429,13.0,11.857142857142858,19.714285714285715,3.428571428571429
"2016",143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.8571428571428571,1.1428571428571428,3.2857142857142856,17.714285714285715,11.571428571428571,23.28571428571429,36.714285714285715,26.71428571428571,16.57142857142857
